"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Region"	"Region Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Incidence Counts
	"Breast"	"26000"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.253	93	381
	"Breast"	"26000"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.240	121	530
	"Breast"	"26000"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.181	60	336
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.147	27	221
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.140	55	443
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.147	76	565
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.115	161	1554
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.118	78	728
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.124	151	1384
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.127	587	4620
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.231	1081	4756
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.251	1136	4605
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.240	3435	14558
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.247	540	2273
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.158	6805	38981
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.168	8180	44910
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.171	11527	64482
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.166	7086	41204
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	272
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	369
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	507
	"Breast"	"26000"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	326
	"Breast"	"26000"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.306	41	136
	"Breast"	"26000"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.188	68	362
	"Breast"	"26000"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.250	96	391
	"Breast"	"26000"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.268	139	543
	"Breast"	"26000"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.181	62	340
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.151	31	222
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.138	54	416
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.141	78	580
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.101	150	1574
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.109	78	787
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.138	189	1529
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.126	615	4918
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.223	1030	4689
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.250	1130	4599
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.240	3497	14886
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.240	529	2278
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.154	6672	39073
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.166	8086	45000
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.169	11842	66346
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.165	7160	41930
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	301
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	306
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	617
	"Breast"	"26000"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	386
	"Breast"	"26000"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.252	37	152
	"Breast"	"26000"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.201	82	407
	"Breast"	"26000"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.236	87	368
	"Breast"	"26000"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.209	115	551
	"Breast"	"26000"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.174	56	338
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.118	27	232
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.110	51	496
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.153	81	590
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.104	171	1758
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.135	93	800
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.130	186	1633
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.115	598	5233
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.211	1038	4969
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.227	1090	4865
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.228	3447	15468
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.225	511	2313
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.149	6643	40188
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.162	8038	45769
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.161	11511	67995
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.165	7368	42732
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	442
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	277
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	685
	"Breast"	"26000"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	418
	"Breast"	"26000"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.290	47	168
	"Breast"	"26000"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.189	71	392
	"Breast"	"26000"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.207	77	396
	"Breast"	"26000"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.256	145	598
	"Breast"	"26000"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.233	79	344
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.099	20	241
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.131	61	497
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.160	90	639
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.108	185	1818
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.139	104	843
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.120	193	1731
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.127	681	5264
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.217	1083	5012
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.215	1060	4999
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.226	3529	15909
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.237	554	2392
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.138	6269	40809
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.160	8048	46407
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.163	11978	69253
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.163	7347	43289
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	440
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	337
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	832
	"Breast"	"26000"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	437
	"Breast"	"26000"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	Not Applicable	0	16
	"Breast"	"26000"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.403	18	47
	"Breast"	"26000"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.341	49	165
	"Breast"	"26000"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.261	98	386
	"Breast"	"26000"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.196	82	425
	"Breast"	"26000"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.217	130	610
	"Breast"	"26000"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.195	62	326
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Northeast"	"CENS-R1"	0.280	17	66
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.239	46	226
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.145	67	511
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.157	91	618
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.102	188	1972
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.114	97	926
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.116	201	1939
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.131	744	5663
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.194	1024	5275
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.224	1123	4989
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.221	3570	16414
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.245	594	2442
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.142	6469	40828
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.155	7998	47733
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.158	11869	70995
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.161	7425	44204
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	471
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	301
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	1067
	"Breast"	"26000"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	552
	"Breast"	"26000"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.365	16	44
	"Breast"	"26000"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.311	48	177
	"Breast"	"26000"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.206	80	391
	"Breast"	"26000"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.198	83	418
	"Breast"	"26000"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.189	128	690
	"Breast"	"26000"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.222	77	369
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.117	26	253
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.147	79	568
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.194	102	616
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.104	201	2015
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.098	94	981
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.115	213	1954
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.116	679	5750
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.202	1070	5324
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.229	1129	5012
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.216	3551	16789
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.250	583	2378
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.142	6430	40772
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.151	7878	48139
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.159	12041	71623
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.159	7400	44520
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	438
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	337
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	1184
	"Breast"	"26000"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	676
	"Breast"	"26000"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.294	19	62
	"Breast"	"26000"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.186	35	196
	"Breast"	"26000"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.223	79	354
	"Breast"	"26000"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.256	97	389
	"Breast"	"26000"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.194	128	661
	"Breast"	"26000"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.229	77	341
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.132	31	234
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.166	77	512
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.165	100	658
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.088	183	2185
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.102	104	1061
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.130	254	2087
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.129	824	6187
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.196	1053	5333
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.222	1091	4956
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.222	3726	17034
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.230	557	2427
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.137	6342	41003
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.146	7786	48826
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.160	12346	72529
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.158	7514	45384
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	658
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	341
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	1355
	"Breast"	"26000"	"2017"	"2017"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	901
	"Breast"	"26000"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.312	47	175
	"Breast"	"26000"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.170	69	412
	"Breast"	"26000"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.287	117	403
	"Breast"	"26000"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.213	152	687
	"Breast"	"26000"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.206	78	373
	"Breast"	"26000"	"2017"	"2017"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	18
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.132	27	228
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.168	76	481
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.176	90	573
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.104	218	2202
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.105	115	1111
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.138	292	2273
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.118	767	6275
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.209	1094	5171
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.239	1181	4953
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.217	3705	17394
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.243	514	2143
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.138	6351	40588
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.149	7980	48998
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.156	12410	74409
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.156	7252	43937
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	834
	"Breast"	"26000"	"2018"	"2018"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	491
